cluster_ordinal	cluster_id	family	semantic_class	importability	refinement_policy	evidence_universe_policy	allowed_evidence_dispositions	prohibited_direct_uses	census_row_sha256	derivation_row_sha256	policy_version
225	RANGE-CONTAINS-HALFOPEN-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	faa1bcb461dd5bb1cd972bdb6c99b2b63d177c84291cbfdd41687c5a5d44216b	5becf2f7bc226d43dd7da2e2be16ce6f7ba888abe5b8a04425a08bd294d31951	xlang-g0-coverage-cluster-policy-v1
226	RANGE-EMPTY-HALFOPEN-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3de5f0979837ad47df9b599dc5e8fe823d08f204eb68dcaeadee270470c2133a	453ed534ecebd121fa9f931c40f809a9775b168b0f9f2a28504ad5a4d7a164f4	xlang-g0-coverage-cluster-policy-v1
227	RANGE-ITER-HALFOPEN-01	range_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a517dd010b2f67e08deef3998ea3c3a485ffd1fd6be861a2fe77b6341b620df1	b8b4470c887ac35eeb4a16d2a010b0dafb696479b08160d57e952b6cb2471480	xlang-g0-coverage-cluster-policy-v1
228	RANGE-VALUE-FROM-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c26017dc36f4efd1010510ed8ef21796bd17f4c3a2b22f93055a3d9a94f7e169	e6d212e9d55b74cd2b8b064cc5b1769dd49fb6b0e3470e647198a6f52becf625	xlang-g0-coverage-cluster-policy-v1
229	RANGE-CONTAINS-FROM-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d62b7060c29fa6bae46fef74ed8d3a011dc97509f1eb7426b97d14ecc77da3e9	25a5d9d900f2613d373fab6d8b0b68f61a20389fba3abf87d55cb9e89c32d1b7	xlang-g0-coverage-cluster-policy-v1
230	RANGE-ITER-FROM-01	range_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c586eb5ab2c303a9f10975d606cd977a54c5aaa93b6863832cb3ac88265b8d72	2c4f0941fe877483b8a29457b70f2b8bec74e5cca845a9f66a9c339a63a885b1	xlang-g0-coverage-cluster-policy-v1
231	RANGE-VALUE-INCLUSIVE-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e9d021f062d5229ecacb88728c6d0d7bb28e472d1dd801ae7ca1450cbc5e3265	359896fe1126a4992f051f2dbb96f3a51f4eb6c147e3bece836b1a495dec6e94	xlang-g0-coverage-cluster-policy-v1
232	RANGE-CONTAINS-INCLUSIVE-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	2e8ec3f6d8919dee23e5cd88fc19da358b388ca97191d1daa09387c8410b1297	9031b689c0a2b083904d6fb863c5bc20d321eadaabcddc0653dec3e1754f85ae	xlang-g0-coverage-cluster-policy-v1
233	RANGE-EMPTY-INCLUSIVE-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	ab0d3df4327ce3da47c3fe21f119d612ebd664b0c1691bbc04c0a7f2b0828c9d	114bf7088e795ebbb21d4c1c7ebf3bae58c28280f3b55cfa9e61a7857ebfa2f8	xlang-g0-coverage-cluster-policy-v1
234	RANGE-ITER-INCLUSIVE-01	range_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	0c129d61a12ed72291eb13fb297e2a7eefe660ca98ae64dce1e1c2d7ddf21aec	a3d77926dcf6c1bac609afd0e6b0bc493e8aab2d8cb2d51e77fac06e679c2ae7	xlang-g0-coverage-cluster-policy-v1
235	RANGE-VALUE-TO-INCLUSIVE-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	cd2ae2f9c9f4d1986b95d0fd4c8dc0fd2935023124bd106c40e29cddae1e9245	94daa4f9ace177f37b7fa0feb1f97412f7b246d3d90c173a09762ff42f705703	xlang-g0-coverage-cluster-policy-v1
236	RANGE-CONTAINS-TO-INCLUSIVE-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	389607846a531b02cacdfcd3f3d32adf89913de63b9cc4141bdcbbbc3fb0b503	a789a4e5f0b18a6b98a7a42d28257e87bb71257d1e08e5683c3fd32e60531c53	xlang-g0-coverage-cluster-policy-v1
237	RANGE-BOUND-VALUE-01	range_bound_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	82e2a26cb816a28a922154052e80ba74025ab3d2fa9e158faecb767906952963	a8fa8ca46b692c3d1ad4cc76803d9c1cf95236aa9964b7a792549e449de4ccd5	xlang-g0-coverage-cluster-policy-v1
238	RANGE-BOUND-BORROW-01	range_bound_projection	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b2f6bd288a2ec16ef27e2b68c545b0ba835036ff6f79e51f241762dd93d06ce6	7e50a840f8cc78ac2ef867770736a217f4a9400cbcba674dc5b25a1281304c51	xlang-g0-coverage-cluster-policy-v1
239	RANGE-BOUND-CLONE-01	range_bound_duplication	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	47ac6e17e58a647f5c83fdf0da41e23fe031416ee7ae74089072ba40a542e3e2	aafb2326c0a51ce9ec03052e50f232a5993ce3c0149a1b1704ae3b46b6815b4f	xlang-g0-coverage-cluster-policy-v1
240	RANGE-BOUND-MAP-01	range_bound_transform	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c12f14eccaa5c0b45905686c638e84585c6320f7c89aa0ba5fc7fcbd44a2eaa2	1499e1be89fe0352224cbd6adddd455a7be1ce87b438abedb90397c17005251e	xlang-g0-coverage-cluster-policy-v1
241	RANGE-LEGACY-HALFOPEN-STATE-01	range_cursor_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a856e6ace01bd22f31d223105d3994e0337b05b0924c97d7a99f5d86be7d8432	e2e31ea43a4bd8aa079c23c37cc816f7008d3683b1b2e0cd30ba6ea950d3eb53	xlang-g0-coverage-cluster-policy-v1
242	RANGE-BOUNDS-PROTOCOL-01	range_bounds_behavior	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	84248d2a64739238742c21424363689d90b956ea73448c70716203f9cc75c75a	f88c9fc112344998cc7bfec92bfe3e851921d5c37d0f214ad177414d0fbee4d2	xlang-g0-coverage-cluster-policy-v1
243	RANGE-BOUNDS-CONTAINS-01	range_bounds_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	0f643d61460569c4eea20c2ed11c9e2daf8aca9d7bef995b7726671f1f430438	0d6d9f5a563f39f22676716f3958cdcfb5609e3077535e92d588347a09d269d3	xlang-g0-coverage-cluster-policy-v1
244	RANGE-LEGACY-FROM-STATE-01	range_cursor_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5fcf1f66e932993289718ecd3e22abf87eb57ad53a9bd67d98d9aabb2876b748	5d8a3cd44f01b6a7177ebf67e8aac1c9748aee2d3ef2a4a99d264f850923f0be	xlang-g0-coverage-cluster-policy-v1
245	RANGE-VALUE-FULL-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	6fe4f6526246248247a896b72580061464c768acaf6538eea990b9c4b45b4be6	1a6e3a1e2929bf3b9b77a9bf9a37e105022710905b6efe160e43e186188b7622	xlang-g0-coverage-cluster-policy-v1
246	RANGE-LEGACY-INCLUSIVE-STATE-01	range_cursor_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	1b9543000de6ec72825dcde43f81e18d7da1552443b23c0878a15c88c3b3e4e7	7638e28078b109f590055d04fc481948edf96f6ff1a4f81d714dee31e394ac0f	xlang-g0-coverage-cluster-policy-v1
247	RANGE-LEGACY-INCLUSIVE-CONTAINS-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d154e09f73bfc320cf0a07ed196b4c3f943c349108214e749c5a6d8f7224e87d	a607733e25f9d19c734be442dec76a2c2c4e3b061c2f06eab302b14d3d13da28	xlang-g0-coverage-cluster-policy-v1
248	RANGE-LEGACY-INCLUSIVE-EMPTY-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d7917c7d95cf50f0518a8368337c3ab8dfd622e4b1b681d49deb6867887f66ce	aa124f40cdad69a3ff03ce858d9e4cf77d92be501d071ee4fd7eb66aafd2ca07	xlang-g0-coverage-cluster-policy-v1
249	RANGE-LEGACY-INCLUSIVE-ACCESS-01	range_projection	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	67371c835ac8669cd3301a8127ed8a52d0336be881d9f9034ff8aec3ad6d8987	0266294691c3cee30663483ab24cd8b38ff08ffec9dde4cad1edfe9fb14856fe	xlang-g0-coverage-cluster-policy-v1
250	RANGE-LEGACY-INCLUSIVE-INTO-01	range_ownership_projection	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d3d712a74f315f774ece5bea8b183d57a58aec6034a442ee202a1ec22dbbcb3c	ed9dee4e29989fcd352b24a1b6055798b35c94b4397ec035af95c73a4a22db64	xlang-g0-coverage-cluster-policy-v1
251	RANGE-VALUE-TO-EXCLUSIVE-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c1b226da3a6c13b16dd80b33b5cb030885ae745acb1aba9ced4e4879c1f96907	59f176fd41129780a56887385962570a5aec70004d82c9975eb85b799289d8f3	xlang-g0-coverage-cluster-policy-v1
252	RANGE-CONTAINS-TO-EXCLUSIVE-01	range_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	102589e91789552b1e4866ff5d9cb9be6456b6c84e1d000c94e6823421e874b0	2ac1b79f032bc7e5946b1f0e2013396bef77ee036ed3d2eefb46c37e572786c7	xlang-g0-coverage-cluster-policy-v1
253	TRAIT-INDEX-01	checked_index_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f555e71105ce4e4e8eac1618dcbebb8abd3de0fe48f5e7ddd22474d5e7bf0bc2	95aea9796bfeec5cd007659598d8af8d697ff96eca95d4e44d56de15a3e6de04	xlang-g0-coverage-cluster-policy-v1
254	TRAIT-DEREF-01	owner_view_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	be586106047bc877578ad276ce3b0cdb7a66604d781f5a4ba9242b720aa922b8	2bfb76c58b296a91ec0caeae1646deceae99e122d71f6db61fba0abadf99a11d	xlang-g0-coverage-cluster-policy-v1
255	TRAIT-BORROW-01	owner_view_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8994e4a86bdd0a1adfcac68f421d44751f2fee0fc7a7bcb229fd1f0359faaa6b	9ceb3844d7f13bca4a53837d4faa5021409eec947f9b84a05faea7a625c67454	xlang-g0-coverage-cluster-policy-v1
256	TRAIT-CONVERT-01	ownership_conversion_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	57a2691e06f8344ccf89f730f3501084cde920508707a113837a95e57ae57500	d2ca10d2f84420aba95afec02d4e984eaa843af0a93e3564ef5d349557c16988	xlang-g0-coverage-cluster-policy-v1
